FACILITY_ID,FACILITY_NAME,CERTIFICATION_NUMBER,AREA_OFFICE_ABBREV,FACILITY_ADDRESS_1,FACILITY_ADDRESS_2,FACILITY_CITY,FACILITY_ZIP,COUNTY,PHONE,FACILITY_WEBSITE,OPERATOR,OPERATOR_ADDRESS_1,OPERATOR_ADDRESS_2,OPERATOR_CITY,OPERATOR_STATE,OPERATOR_ZIP,MEDICARE_CERTIFIED,MEDICARE_NUMBER,MEDICAID_CERTIFIED,OWNERSHIP,MULTICAMPUS_FACILITY_ID,NOTES,OCCUPANCY_RATE,OCCUPANCY_REPORT_DATE,OCCUPANCY_EXCEPTION_COMMENT,AVERAGE_OCCUPIED_BEDS,INSP_STANDARD_HEALTH,INSP_LSC,INSP_TOTAL,INSP_HARM,INSP_PERCENT_HARM,COMP_RECEIVED,COMP_RECEIVED_PER_100,COMP_SELF_REPORTED,COMP_ONSITE,COMP_CITATIONS,COMP_CITATIONS_PER_100,COMP_DEF_ADMINISTRATION,COMP_DEF_QUALITY_OF_CARE,COMP_DEF_RESIDENT_RIGHTS,COMP_DEF_DIETARY_SERVICES,COMP_DEF_PHYSICAL_ENVIRONMENT,COMP_DEF_OTHER_SERVICES,COMP_DEF_TOTAL,TOTAL_BEDS,EMPLOYEE_FLU_VACCINATION_RATE,VACCINATION_RATE_REPORT_DATE
620,Charles T Sitrin Health Care Center Inc,3227304N,3SYR,2050 Tilden Avenue                     ,,New Hartford             ,13413,Oneida,3157973114,http://www.sitrin.com/,"Charles T Sitrin Health Care Center, Inc",Box 1000 Tilden Avenue                 ,,New Hartford             ,NY,13413,1,335475,1,Voluntary--Not for Profit Corporation,,,0.968,12/13/17 0:00,,147.99,10,9,19,0,0,49,33.1,0.67,15,0,0,0,0,0,0,0,0,0,187,0.49,13-Apr
621,Presbyterian Home for Central New York Inc,3227303N,3SYR,4290 Middle Settlement Road            ,,New Hartford             ,13413,Oneida,3157977500,http://www.presbyterianhome.com/,Presbyterian Home for Central New York Inc,Middle Settlement Road Po Box 144      ,,New Hartford             ,NY,13413,1,335546,1,Voluntary--Not for Profit Corporation,,,0.877,12/13/17 0:00,,212.19,29,8,37,1,0.03,106,50,0.84,14,4,1.9,0,3,1,0,0,0,4,236,0.8,13-Apr
624,Trustees of the Eastern Star Hall and Home of the State of New York,3239300N,3SYR,8290 State Rt 69 (PO Box S),,Oriskany                 ,13424,Oneida,3157369311,http://www.eshomeny.org/,Trustees of the Eastern Star Hall and Home of the State of New York,Utica St                               ,,Oriskany                 ,NY,13424,1,335497,1,Voluntary--Not for Profit Corporation,,,0.702,12/13/17 0:00,,75.04,23,7,30,0,0,28,37.3,0.79,8,3,4,0,1,2,0,0,0,3,84,0.7,13-Apr
628,UPSTATE University Hospital at Community General,3301007H,3SYR,4900 Broad Road                        ,,Syracuse                 ,13215,Onondaga,3154925953,,State University of New York,178-50 Linden Blvd                     ,,Jamaica                  ,NY,11434,1,335870,0,Public--State,,,,,Data not available.,0,4,8,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20,,
633,Emerald North Nursing and Rehabilitation Center,1401339N,1BUFF,1205 Delaware Avenue                   ,,Buffalo                  ,14209,Erie,7168853838,http://www.pscwny.org/harbour-hawthorn-home.html,Ruby Care LLC,1205 Delaware Avenue,,Buffalo,NY,14209,1,335640,1,Proprietary--LLC,,,0.705,12/13/17 0:00,,76.07,74,63,137,3,0.02,83,109.1,0.51,19,8,10.5,2,3,3,0,0,0,8,95,0.34,13-Apr
647,Jewish Home of Central New York,3301309N,3SYR,4101 E Genesee St                      ,,Syracuse                 ,13214,Onondaga,3154469111,http://menorahparkofcny.com/continuum-of-care/jewish-health-rehabilitation/,Jewish Home of Central NY Inc,4101 East Genesee Street               ,,Syracuse                 ,NY,13214,1,335190,1,Voluntary--Not for Profit Corporation,,,0.962,12/13/17 0:00,,127.56,36,10,46,1,0.02,78,61.1,0.72,23,4,3.1,0,2,2,0,0,0,4,132,0.34,13-Apr
648,Loretto Health and Rehabilitation Center,3301327N,3SYR,700 East Brighton Avenue               ,,Syracuse                 ,13205,Onondaga,3154695570,http://www.loretto-cny.org/,Loretto Health and Rehabilitation Center,700 East Brighton Avenue               ,,Syracuse                 ,NY,13205,1,335136,1,Voluntary--Not for Profit Corporation,,,0.974,12/13/17 0:00,,568.87,50,28,78,1,0.01,544,95.6,0.76,87,15,2.6,1,8,5,0,0,1,15,583,0.76,13-Apr
650,Van Duyn Center for Rehabilitation and Nursing,3301328N,3SYR,5075 West Seneca Turnpike              ,,Syracuse                 ,13215,Onondaga,3154496000,http://www.ongov.net/vanduyn/,"VDRNC, LLC",1 Hillcrest Ctr Ste 225,,Spring Valley,NY,10977,1,335184,1,Proprietary--LLC,,,0.904,12/13/17 0:00,,458.58,83,9,92,3,0.03,613,133.7,0.57,95,40,8.7,2,27,9,2,0,0,40,513,0.57,13-Apr
651,"Absolut Center for Nursing and Rehabilitation at Houghton, LLC",0226302N,1BUFF,9876 Luckey Dr                         ,,Houghton                 ,14744,Allegany,5855672207,http://www.absolutcare.com/locations/?id=58,"Absolut Center for Nursing and Rehabilitation at Houghton, LLC",9876 Luckey Drive                      ,,Houghton                 ,NY,14744,1,335641,1,Proprietary--LLC,,,0.8,12/6/17 0:00,,83.99,38,4,42,2,0.05,69,82.2,0.67,21,15,17.9,0,10,3,1,1,0,15,100,0.2,13-Apr
654,Central Park Rehabilitation and Nursing Center,3301326N,3SYR,116 East Castle Street                 ,,Syracuse                 ,13205,Onondaga,3154751641,http://www.centralparkrehab.com/,"CPRNC, LLC",116 East Castle Street                 ,,Syracuse                 ,NY,13205,1,335253,1,Proprietary--LLC,,,0.975,11/8/17 0:00,,153.93,35,10,45,4,0.09,162,105.2,0.7,27,9,5.8,2,5,2,0,0,0,9,160,0.56,13-Apr
655,St Camillus Residential Health Care Facility,3301321N,3SYR,813 Fay Road                           ,,Syracuse                 ,13219,Onondaga,3154882951,http://www.st-camillus.org/,St Camillus Residential Health Care Facility,813 Fay Road                           ,,Syracuse                 ,NY,13219,1,335283,1,Voluntary--Not for Profit Corporation,,,0.965,12/13/17 0:00,,254.14,34,6,40,3,0.08,194,76.3,0.7,43,12,4.7,0,5,6,0,0,1,12,284,0.53,13-Apr
656,James Square Nursing and Rehabilitation Centre,3301329N,3SYR,918 James Street                       ,,Syracuse                 ,13203,Onondaga,3154741561,http://www.jamessquare.com/,"River Meadows, LLC",276 Cedar Bridge Ave,,Lakewood,NJ,8701,1,335338,1,Proprietary--LLC,,,0.834,12/13/17 0:00,,391.27,104,21,125,8,0.06,416,106.3,0.65,121,59,15.1,4,35,13,1,0,6,59,440,0.66,13-Apr
657,"The Cottages at Garden Grove, a Skilled Nursing Community",3301323N,3SYR,5460 Meltzer Court          ,,Cicero            ,13039,Onondaga,3154744431,http://www.rosewoodheights.org/,Plaza Nursing Home Company Inc,614 South Crouse Avenue                ,,Syracuse                 ,NY,13210,1,335340,1,Voluntary--Not for Profit Corporation,,,0.981,11/29/17 0:00,,151.99,50,6,56,0,0,89,58.6,0.72,15,13,8.6,2,5,6,0,0,0,13,156,0.29,13-Apr
664,Sunnyside Care Center,3321301N,3SYR,7000 Collamer Rd                       ,,East Syracuse            ,13057,Onondaga,3156567218,,Sunnyside Care Center LLC,700 Collamer Rd                        ,,East Syracuse            ,NY,13057,1,335409,1,Proprietary--LLC,,,0.925,12/13/17 0:00,,76.71,48,5,53,2,0.04,76,99.1,0.55,26,14,18.3,1,6,6,0,1,0,14,80,0.64,13-Apr
672,Living Center at Geneva - North,3402303N,2ROCH,196-198 North Street                   ,,Geneva                   ,14456,Ontario,5857874730,http://www.flhealth.org/body.cfm?id=296,"Geneva Nursing Home II, Inc",196-198 North Street                   ,,Geneva                   ,NY,14456,1,335098,1,Voluntary--Not for Profit Corporation,672,,0.95,12/13/17 0:00,,297.52,36,25,61,1,0.02,193,64.9,0.82,46,10,3.4,0,5,4,0,0,1,10,80,0.71,13-Apr
674,Living Center at Geneva - South,3402302N,2ROCH,196-198 North Street                   ,,Geneva                   ,14456,Ontario,3157874730,http://www.flhealth.org/body.cfm?id=297,Geneva Nursing Home Inc,196-198 North St                       ,,Geneva                   ,NY,14456,1,335098,1,Voluntary--Not for Profit Corporation,672,,0.524,12/13/17 0:00,,297.52,36,25,61,1,0.02,193,64.9,0.82,46,10,3.4,0,5,4,0,0,1,10,103,0.84,13-Apr
677,Clifton Springs Hospital and Clinic Extended Care,3421000N,2ROCH,2 Coulter Road                         ,,Clifton Springs          ,14432,Ontario,3154629561,http://www.cliftonspringshospital.org/,Rochester Regional Health,89 Genesee Street,,Rochester,NY,14611,1,335361,1,Voluntary--Not for Profit Corporation,,,0.981,12/13/17 0:00,,103,14,9,23,0,0,53,51.5,0.81,22,2,1.9,0,1,1,0,0,0,2,108,0.69,13-Apr
681,M.M. Ewing Continuing Care Center,3429300N,2ROCH,350 Parrish Street                     ,,Canandaigua              ,14424,Ontario,5853966020,http://www.thompsonhealth.com/SeniorbrLiving/SeniorLiving/MMEwingContinuingCareCenter.aspx,M.M. Ewing Continuing Care Center,350 Parrish Street                     ,,Canandaigua              ,NY,14424,1,335345,1,Voluntary--Not for Profit Corporation,,,0.972,12/13/17 0:00,,175.41,17,11,28,1,0.04,53,30.2,0.91,14,1,0.6,0,1,0,0,0,0,1,178,0.78,13-Apr
682,Elm Manor Nursing Home,3429303N,2ROCH,210 N Main Street                      ,,Canandaigua              ,14424,Ontario,5853943883,http://www.hurlbutcare.com/our-communities/elm-manor,"Elm Manor Nursing Home, Inc",210 N Main Street                      ,,Canandaigua              ,NY,14424,1,335255,1,Proprietary--Business Corporation,,,0.804,12/6/17 0:00,,40.29,16,11,27,0,0,21,52.1,0.57,11,0,0,0,0,0,0,0,0,0,46,0.71,13-Apr
683,Ontario Center for Rehabilitation and Healthcare,3429304N,2ROCH,3062 County Complex Drive              ,,Canandaigua              ,14424,Ontario,5853964340,http://www.co.ontario.ny.us/healthfacility,Ontario Operations Associates LLC,4770 White Plains Road,,Bronx,NY,10470,1,335564,1,Proprietary--LLC,,,0.98,12/13/17 0:00,,93.01,53,24,77,2,0.03,120,129,0.61,48,20,21.5,1,13,6,0,0,0,20,98,0.85,13-Apr
691,Highland Rehabilitation and Nursing Center,3501305N,6NROC,120 Highland Avenue                    ,,Middletown               ,10940,Orange,8453421033,,"HRNC Operating, LLC",10 Ellington Way,,Spring Valley,NY,10977,1,335526,1,Proprietary--LLC,,,0.959,12/13/17 0:00,,88.96,14,21,35,0,0,80,89.9,0.26,30,7,7.9,3,0,1,0,3,0,7,98,0.36,13-Apr
696,Sapphire Nursing at Meadow Hill,3502305N,6NROC,172 Meadow Hill Road                   ,,Newburgh                 ,12550,Orange,8455641700,http://elant.org/?page_id=134,"Newburgh Operations, LLC",172 Meadow Hill Road,,Newburgh,NY,12550,1,335464,1,Proprietary--LLC,,,0.995,12/13/17 0:00,,182.01,11,8,19,0,0,55,30.2,0.65,16,0,0,0,0,0,0,0,0,0,190,0.6,13-Apr
702,The Valley View Center for Nursing Care and Rehabilitation,3523301N,6NROC,"Glenmere Cove Road, P.O. Box 59        ",,Goshen                   ,10924,Orange,8452914740,http://www.co.orange.ny.us/content/124/1380/default.aspx,Orange Cnty Dept Public Welfare,Quarry Road                            ,,Goshen                   ,NY,10924,1,335238,1,Public--County,,,0.944,12/13/17 0:00,,338.57,9,27,36,0,0,24,7.1,0.17,11,1,0.3,0,1,0,0,0,0,1,360,0.58,13-Apr
710,Montgomery Nursing and Rehabilitation Center,3561302N,6NROC,"2817 Albany Post Road, Box 158         ",,Montgomery               ,12549,Orange,8454573155,http://www.montgomeryrehab.com/,"Montgomery Operating Co., LLC",281 Albany Post Road,,Montgomery,NY,12540,1,335396,1,Proprietary--LLC,,,0.95,12/6/17 0:00,,93.49,16,7,23,0,0,47,50.3,0.68,11,0,0,0,0,0,0,0,0,0,100,,
716,The Villages of Orleans Health and Rehabilitation Center,3620301N,1BUFF,14012 Route 31                         ,,Albion                   ,14411,Orleans,5855893225,http://thevillagesoforleans.com/,Comprehensive at Orleans LLC,14012 Route 31,,Albion,NY,14411,1,335212,1,Proprietary--LLC,,,0.958,12/13/17 0:00,,114.79,42,42,84,0,0,62,54,0.68,18,14,12.2,2,4,7,1,0,0,14,120,0.81,13-Apr
719,Medina Memorial Hospital SNF,3622000N,1BUFF,200 Ohio Street                        ,,Medina                   ,14103,Orleans,5857982000,http://medinamemorial.org/residential-care-unit/,Orleans Community Health,500 Ohio Street                        ,,Medina                   ,NY,14103,1,335313,1,Voluntary--Not for Profit Corporation,,,0.9,12/13/17 0:00,,29.13,49,18,67,0,0,9,30.9,0.78,4,3,10.3,0,1,2,0,0,0,3,30,0.29,13-Apr
721,Orchard Manor Rehabilitation and Nursing Center,3622303N,1BUFF,600 Bates Road                         ,,Medina                   ,14103,Orleans,5857984100,,OMOP LLC,368 New Hempstead Road Suite 309,,New City,NY,10956,1,335397,1,Proprietary--LLC,,,0.881,11/29/17 0:00,,151.29,63,13,76,6,0.08,96,63.5,0.5,33,15,9.9,2,6,5,0,1,1,15,160,0.68,13-Apr
731,Morningstar Residential Care Center,3702315N,3SYR,17 Sunrise Drive                       ,,Oswego                   ,13126,Oswego,3153424790,http://www.morningstarcares.com/,"Morningstar Care Center, Inc.",17 Sunrise Drive,,Oswego,NY,13126,1,335489,1,Proprietary--Business Corporation,,,0.942,12/13/17 0:00,,110.22,21,9,30,1,0.03,90,81.7,0.92,11,0,0,0,0,0,0,0,0,0,120,0.84,13-Apr
732,Pontiac Nursing Home,3702313N,3SYR,303 East River Road                    ,,Oswego                   ,13126,Oswego,3153431800,,Pontiac Nursing Home LLC,303 East River St                      ,,Oswego                   ,NY,13126,1,335590,1,Proprietary--LLC,,,0.788,12/13/17 0:00,,64.88,69,5,74,1,0.01,213,328.3,0.72,27,26,40.1,4,12,10,0,0,0,26,80,,
735,St Luke Residential Health Care Facility Inc,3702309N,3SYR,299 East River Road                    ,,Oswego                   ,13126,Oswego,3153423166,http://www.stlukehs.com/,St Luke Residential Health Care Facility Inc,Rd # 4 East River Road                 ,,Oswego                   ,NY,13126,1,335746,1,Voluntary--Not for Profit Corporation,,,0.965,12/6/17 0:00,,182.33,27,2,29,1,0.03,168,92.1,0.89,27,10,5.5,0,6,2,0,0,2,10,200,0.64,13-Apr
740,Aurelia Osborn Fox Memorial Hospital,3801000N,4TROY,One Norton Avenue                      ,,Oneonta                  ,13820,Otsego,6074315980,http://www.bassett.org/ao-fox-hospital/,Aurelia Osborn Fox Memorial Hospital Society Inc,One Norton Avenue                      ,,Oneonta                  ,NY,13820,1,335204,1,Voluntary--Not for Profit Corporation,,,0.938,12/13/17 0:00,,126.32,20,4,24,5,0.21,51,40.4,0.8,8,6,4.7,0,5,1,0,0,0,6,130,,
743,Chestnut Park Rehabilitation and Nursing Center,3801304N,4TROY,330 Chestnut Street                    ,,Oneonta                  ,13820,Otsego,6074328501,http://chestnutparkrehab.com/,"ORNC, LLC",1 Hillcrest Center Drive,Suite 225,Spring Valley,NY,10977,1,335243,1,Proprietary--LLC,,,0.888,12/13/17 0:00,,75.76,29,15,44,0,0,38,50.2,0.68,9,3,4,1,1,1,0,0,0,3,80,0.51,13-Apr
749,Focus Rehabilitation and Nursing Center at Otsego,3824300N,4TROY,128 Phoenix Mills Cross Road           ,,Cooperstown              ,13326,Otsego,6075442600,http://www.otsegomanor.com/,"CCRN Operator, LLC",128 Phoenix Mills Cross Road,,Cooperstown,NY,13326,1,335412,1,Proprietary--LLC,,SFF,0.977,12/13/17 0:00,,169.2,61,14,75,8,0.11,237,140.1,0.68,112,52,30.7,11,26,12,1,1,1,52,174,0.58,13-Apr
754,Putnam Nursing & Rehabilitation Center,3951302N,6NROC,404 Ludingtonville Road                ,,Holmes                   ,12531,Putnam,8458783241,,"Putnam Operation Acquisition I, LLC",c/o Lizer Jozefovic,1280 Old Post Rd PO Box 130,Croton On Hudson,NY,10520,1,335229,1,Proprietary--LLC,,,0.844,12/6/17 0:00,,134.04,11,14,25,0,0,107,79.8,0.69,18,0,0,0,0,0,0,0,0,0,160,0.6,13-Apr
761,Van Rensselaer Manor,4102307N,4TROY,85 Bloomingrove Drive                  ,,Troy                     ,12180,Rensselaer,5182832000,http://www.rensco.com/departments_renesselaermanor.asp,Rensselaer County Department of Social Services,1600 7th Avenue                        ,,Troy                     ,NY,12180,1,335265,1,Public--County,,,0.964,12/13/17 0:00,,348.61,12,12,24,0,0,188,53.9,0.9,20,3,0.9,0,1,2,0,0,0,3,362,0.46,13-Apr
762,Troy Center for Rehabilitation and Nursing,4102313N,4TROY,49 Marvin Avenue                       ,,Troy                     ,12180,Rensselaer,5182736646,http://springscaring.com/,CLR Troy LLC,49 Marvin Avenue,,Troy,NY,12180,1,335280,1,Proprietary--LLC,,,0.885,12/13/17 0:00,,69.95,19,2,21,0,0,59,84.3,0.58,24,6,8.6,0,4,2,0,0,0,6,78,0.46,13-Apr
766,The Center for Nursing and Rehabilitation at Hoosick Falls,4120300N,4TROY,21 Danforth Street                     ,,Hoosick Falls            ,12090,Rensselaer,5186864371,http://nursingandrehab.org/,Hoosick Falls Health Center Inc,21 Danforth Street                     ,,Hoosick Falls            ,NY,12090,1,335601,1,Voluntary--Not for Profit Corporation,,,0.841,12/13/17 0:00,,71.16,18,11,29,0,0,37,52,0.73,10,6,8.4,0,4,2,0,0,0,6,82,0.94,13-Apr
767,Riverside Center for Rehabilitation and Nursing,4124301N,4TROY,90 No Main Street                      ,,Castleton-On-Hudson      ,12033,Rensselaer,5187327617,http://www.riversidecenterrehab.com/,"RSRNC, LLC",1 Hillcrest Drive,Suite 225,Spring Valley,NY,10977,1,335525,1,Proprietary--LLC,,,0.95,12/13/17 0:00,,76.51,22,3,25,0,0,54,70.6,0.48,22,4,5.2,1,3,0,0,0,0,4,80,0.54,13-Apr
772,Diamond Hill Nursing and Rehabilitation Center,4161305N,4TROY,100 New Turnpike Road                  ,,Troy                     ,12182,Rensselaer,5182351410,,Diamond Hill Operator LLC,100 New Turnpike Road,,Troy,NY,12182,1,335377,1,Proprietary--LLC,,,0.942,12/13/17 0:00,,111.3,26,12,38,7,0.18,100,89.8,0.61,28,7,6.3,2,3,2,0,0,0,7,120,,
774,"Northern Riverview Health Care Center, Inc",4321302N,6NROC,87 South Route 9W ,,Haverstraw               ,10927,Rockland,8454295381,http://northernriverview.com/,"Northern Riverview Health Care Center, Inc",87 South Route 9w                      ,,Haverstraw               ,NY,10927,1,335418,1,Voluntary--Not for Profit Corporation,,,0.972,12/13/17 0:00,,174,8,18,26,0,0,71,40.8,0.55,27,0,0,0,0,0,0,0,0,0,180,0.74,13-Apr
775,Helen Hayes Hospital,4322000H,6NROC,51 N Route 9W ,,West Haverstraw          ,10993,Rockland,8457864000,,New York State Department of Health,Empire State Plaza                   ,Corning Tower  Room 1683,Albany                 ,NY,12237,1,335873,0,Public--State,,,,,Data not available.,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,,
778,Pine Valley Center for Rehabilitation and Nursing,4353303N,6NROC,661 N Main St                          ,,Spring Valley            ,10977,Rockland,8453560567,http://www.pinevalleyrehab.com/,"Pine Valley Center, LLC",39 Mariner Way                         ,,Monsey                   ,NY,10952,1,335285,1,Proprietary--LLC,,,0.944,12/13/17 0:00,,182.76,6,21,27,0,0,28,15.3,0.46,11,0,0,0,0,0,0,0,0,0,160,0.55,13-Apr
780,The Willows at Ramapo Rehabilitation and Nursing Center,4329301N,6NROC,30 Cragmere Road       ,,Suffern                  ,10901,Rockland,8453571230,http://www.ramapomanor.com/,Ramapo Manor Nursing Center Inc,Cragmere Road                          ,,Suffern                  ,NY,10901,1,335148,1,Proprietary--Business Corporation,,,0.916,12/13/17 0:00,,180.79,19,40,59,0,0,44,24.3,0.36,20,2,1.1,0,1,0,0,1,0,2,203,0.22,13-Apr
784,Northern Manor Geriatric Center Inc,4350304N,6NROC,199 N Middletown Road                  ,,Nanuet                   ,10954,Rockland,8456233904,http://northernmanor.com/,Northern Manor Geriatric Center Inc,225 Maple Avenue                       ,,Monse                    ,NY,10952,1,335046,1,Voluntary--Not for Profit Corporation,,,1,11/29/17 0:00,,210.42,41,32,73,2,0.03,92,43.7,0.45,25,0,0,0,0,0,0,0,0,0,231,0.6,13-Apr
785,Tolstoy Foundation Rehabilitation and Nursing Center,4350301N,6NROC,100 Lake Road                              ,,Valley Cottage           ,10989,Rockland,8452689339,http://www.tfrnc.org/,Tolstoy Foundation Nursing Home Company Inc,Lake Road                              ,,Valley Cottage           ,NY,10989,1,335311,1,Voluntary--Not for Profit Corporation,,,0.906,12/13/17 0:00,,90.55,8,10,18,0,0,9,9.9,0.56,4,1,1.1,0,0,0,1,0,0,1,96,0.43,13-Apr
786,Nyack Manor Nursing Home,4350302N,6NROC,476 Christian Herald Road              ,,Valley Cottage           ,10989,Rockland,8452686861,http://www.nyackmanorhealth.net/,Nyack Manor Nursing Home,Christian Herald Road                  ,,Valley Cottage           ,NY,10989,1,335365,1,Proprietary--Partnership,,,0.844,11/15/17 0:00,,142.64,8,19,27,0,0,21,14.7,0.1,15,0,0,0,0,0,0,0,0,0,160,0.34,13-Apr
787,"Friedwald Center for Rehabilitation and Nursing, LLC",4350305N,6NROC,475 New Hempstead Road                 ,,New City                 ,10956,Rockland,8453547000,http://www.friedwaldcenter.com/,"Friedwald Center for Rehabilitation and Nursing, LLC",475 Hempstead Road                     ,,New City                 ,NY,10956,1,335734,1,Proprietary--LLC,,,0.983,12/13/17 0:00,,173.35,2,6,8,0,0,26,15,0.19,19,0,0,0,0,0,0,0,0,0,180,0.15,13-Apr
797,Northern Metropolitan Residential Health Care Facility Inc,4353301N,6NROC,225 Maple Avenue                       ,,Monsey                   ,10952,Rockland,8453529000,http://northernmet.com/,Northern Metropolitan Residential Health Care Facility Inc,225 Maple Avenue                       ,,Monsey                   ,NY,10952,1,335380,1,Voluntary--Not for Profit Corporation,,,0.925,12/13/17 0:00,,113.11,7,20,27,0,0,38,33.6,0.63,10,0,0,0,0,0,0,0,0,0,120,0.29,13-Apr
800,St Josephs Home,4401300N,3SYR,950 Linden Street                      ,,Ogdensburg               ,13669,Saint Lawrence,3153933780,http://www.stjh.org/,St Josephs Home,420 Lafayette Street                   ,,Ogdensburg               ,NY,13669,1,335087,1,Voluntary--Not for Profit Corporation,,,1,12/13/17 0:00,,81.88,7,10,17,0,0,11,13.4,1,1,0,0,0,0,0,0,0,0,0,82,0.74,13-Apr
