FACILITY_ID,SURVEY_DATE,DEFICIENCY_CATEGORY,STIP_NUMBER,STIP_DATE,FINE_ASSESSED,STIP_PDF_NAME,facility_name_BN
1008,12/20/11 0:00,Quality of Care,NH-15-002,2/2/14 0:00,2000,pfi1008nh_15_002.pdf,Warren Center for Rehabilitation and Nursing
1008,3/3/05 0:00,Quality of Care,NH-05-070,12/15/05 0:00,1000,pfi1008nh_05_070.pdf,Warren Center for Rehabilitation and Nursing
1008,5/14/09 0:00,Multiple Deficiencies,NH-10-040,10/13/10 0:00,8000,pfi1008nh_10_040.pdf,Warren Center for Rehabilitation and Nursing
1008,2/25/10 0:00,Quality of Care,NH-11-017,3/11/11 0:00,2000,pfi1008nh_11_017.pdf,Warren Center for Rehabilitation and Nursing
1008,2/8/11 0:00,Quality of Care,NH-12-022,3/12/12 0:00,2000,pfi1008nh_12_022.pdf,Warren Center for Rehabilitation and Nursing
1008,4/30/02 0:00,Quality of Care,NH-03-002,1/3/03 0:00,4000,pfi1008nh_03_002.pdf,Warren Center for Rehabilitation and Nursing
1008,4/3/03 0:00,Quality of Care,NH-05-013,4/1/05 0:00,1000,pfi1008nh_05_013.pdf,Warren Center for Rehabilitation and Nursing
1026,,Multiple Deficiencies,NH-17-003,1/3/17 0:00,18000,pfi1026nh_17_003.pdf,Washington Center for Rehabilitation and Healthcare
1026,8/11/10 0:00,Multiple Deficiencies,NH-12-003,1/17/12 0:00,8000,pfi1026nh_12_003.pdf,Washington Center for Rehabilitation and Healthcare
1026,,Multiple Deficiencies,NH-14-001,2/24/14 0:00,44000,pfi1026nh_14_001.pdf,Washington Center for Rehabilitation and Healthcare
1026,9/11/15 0:00,Multiple Deficiencies,NH-16-134,4/6/16 0:00,4000,pfi1026nh_16_134.pdf,Washington Center for Rehabilitation and Healthcare
899,6/27/12 0:00,Multiple Deficiencies,NH-16-097,1/5/16 0:00,4000,pfi0899nh_16_097.pdf,Waters Edge at Port Jefferson for Rehabilitation and Nursing
899,1/9/13 0:00,Quality of Care,NH-16-005,1/5/16 0:00,10000,pfi0899nh_16_005.pdf,Waters Edge at Port Jefferson for Rehabilitation and Nursing
1144,12/19/02 0:00,Quality of Care,NH-04-064,9/23/04 0:00,2000,pfi1144nh_04_064.pdf,Waterview Hills Rehabilitation and Nursing Center
1677,10/7/07 0:00,Quality of Care,NH-08-038,6/28/08 0:00,4000,pfi1677nh_08_038.pdf,Waterview Nursing Care Center
1677,12/9/08 0:00,Quality of Care,NH-10-004,1/27/10 0:00,4000,pfi1677nh_10_004.pdf,Waterview Nursing Care Center
618,1/5/07 0:00,Quality of Care,NH-07-063,8/12/07 0:00,1000,pfi0618nh_07_063.pdf,Waterville Residential Care Center
1034,,Quality of Care,NH-09-027,6/8/09 0:00,2000,pfi1034nh_09_027.pdf,Wayne County Nursing Home
1034,,Quality of Care,NH-02-063,9/6/02 0:00,2000,pfi1034nh_02_063.pdf,Wayne County Nursing Home
1029,1/8/10 0:00,Quality of Care,NH-11-013,3/1/11 0:00,2000,pfi1029nh_11_013.pdf,Wayne Health Care
1029,7/9/10 0:00,Quality of Care,NH-11-028,5/19/11 0:00,2000,pfi1029nh_11_028.pdf,Wayne Health Care
1029,4/5/02 0:00,Quality of Care,NH-02-111,12/16/02 0:00,4000,pfi1029nh_02_111.pdf,Wayne Health Care
1029,11/8/01 0:00,Quality of Care,NH-02-091,10/28/02 0:00,2000,pfi1029nh_02_091.pdf,Wayne Health Care
1029,2/11/04 0:00,Quality of Care,NH-04-080,10/19/04 0:00,1000,pfi1029nh_04_080.pdf,Wayne Health Care
457,4/5/01 0:00,Quality of Care,NH-02-013,2/14/02 0:00,2000,pfi0457nh_02_013.pdf,Wedgewood Nursing Home
335,7/23/15 0:00,Quality of Care,NH-16-148,4/19/16 0:00,10000,pfi0335nh_16_148.pdf,Wells Nursing Home Inc
335,12/17/14 0:00,Quality of Care,NH-16-072,1/21/16 0:00,10000,pfi0335nh_16_072.pdf,Wells Nursing Home Inc
335,11/7/00 0:00,Quality of Care,NH-02-034,5/29/02 0:00,1000,pfi0335nh_02_034.pdf,Wells Nursing Home Inc
335,1/21/03 0:00,Quality of Care,NH-04-032,5/20/04 0:00,2000,pfi0335nh_04_032.pdf,Wells Nursing Home Inc
2589,8/6/09 0:00,Multiple Deficiencies,NH-10-061,12/6/10 0:00,8000,pfi2589nh_10_061.pdf,Wellsville Manor Care Center
449,11/29/07 0:00,Quality of Care,NH-08-051,8/8/08 0:00,1000,pfi0449nh_08_051.pdf,Wesley Gardens Corporation
449,4/18/16 0:00,Quality of Care,NH-17-015,1/4/17 0:00,10000,pfi0449nh_17_015.pdf,Wesley Gardens Corporation
449,6/14/01 0:00,Quality of Care,NH-02-107,12/6/02 0:00,4000,pfi0449nh_02_107.pdf,Wesley Gardens Corporation
449,6/27/03 0:00,Quality of Care,NH-04-052,7/9/04 0:00,2000,pfi0449nh_04_052.pdf,Wesley Gardens Corporation
822,9/24/15 0:00,Multiple Deficiencies,NH-16-111,3/9/16 0:00,6000,pfi0822nh_16_111.pdf,Wesley Health Care Center Inc
822,7/31/14 0:00,Multiple Deficiencies,NH-16-078,1/21/16 0:00,12000,pfi0822nh_16_078.pdf,Wesley Health Care Center Inc
822,8/22/16 0:00,Multiple Deficiencies,NH-16-206,12/28/16 0:00,10000,pfi0822nh_16_206.pdf,Wesley Health Care Center Inc
1726,6/23/16 0:00,Multiple Deficiencies,NH-16-191,9/7/16 0:00,4000,pfi1726nh_16_191.pdf,"West Lawrence Care Center, LLC"
4551,9/2/06 0:00,Multiple Deficiencies,NH-07-040,5/1/07 0:00,2500,pfi4551nh_07_040.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,6/30/07 0:00,Quality of Care,NH-07-090,11/19/07 0:00,2000,pfi4551nh_07_090.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,6/7/07 0:00,Quality of Care,NH-08-035,6/18/08 0:00,1000,pfi4551nh_08_035.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,12/30/08 0:00,Quality of Care,NH-10-001,12/23/09 0:00,4000,pfi4551nh_10_001.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,5/19/09 0:00,Multiple Deficiencies,NH-10-043,10/19/10 0:00,14000,pfi4551nh_10_043.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,1/12/10 0:00,Quality of Care,NH-11-044,8/22/11 0:00,12000,pfi4551nh_11_044.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,8/23/10 0:00,Multiple Deficiencies,NH-14-002,2/24/14 0:00,20000,pfi4551nh_14_002.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,6/17/14 0:00,Multiple Deficiencies,NH-16-007,1/5/16 0:00,6000,pfi4551nh_16_007.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,2/5/15 0:00,Quality of Care,NH-16-065,1/13/16 0:00,10000,pfi4551nh_16_065.pdf,Whittier Rehabilitation & Skilled Nursing Center
4551,10/31/12 0:00,Multiple Deficiencies,NH-16-133,4/6/16 0:00,4000,pfi4551nh_16_133.pdf,Whittier Rehabilitation & Skilled Nursing Center
483,10/17/11 0:00,Quality of Care,NH-13-022,11/4/13 0:00,10000,pfi0483nh_13_022.pdf,Wilkinson Residential Health Care Facility
483,12/12/12 0:00,Multiple Deficiencies,NH-16-128,4/6/16 0:00,4000,pfi0483nh_16_128.pdf,Wilkinson Residential Health Care Facility
1247,12/19/07 0:00,Quality of Care,NH-08-039,7/8/08 0:00,1000,pfi1247nh_08_039.pdf,Williamsbridge Center for Rehabilitation and Nursing
1247,7/31/02 0:00,Multiple Deficiencies,NH-04-005,2/20/04 0:00,6000,pfi1247nh_04_005.pdf,Williamsbridge Center for Rehabilitation and Nursing
1378,6/16/05 0:00,Quality of Care,NH-06-014,6/8/06 0:00,1000,pfi1378nh_06_014.pdf,Williamsville Suburban LLC
64,3/6/06 0:00,Multiple Deficiencies,NH-07-015,2/7/07 0:00,4000,pfi0064nh_07_015.pdf,Willow Point Rehabilitation and Nursing Center
64,4/3/09 0:00,Quality of Care,NH-10-026,8/5/10 0:00,4000,pfi0064nh_10_026.pdf,Willow Point Rehabilitation and Nursing Center
64,5/18/12 0:00,Multiple Deficiencies,NH-16-016,1/5/16 0:00,8000,pfi0064nh_16_016.pdf,Willow Point Rehabilitation and Nursing Center
64,3/23/01 0:00,Quality of Care,NH-02-012,2/14/02 0:00,2000,pfi0064nh_02_012.pdf,Willow Point Rehabilitation and Nursing Center
64,,Quality of Care,NH-06-012,4/28/06 0:00,1500,pfi0064nh_06_012.pdf,Willow Point Rehabilitation and Nursing Center
6237,8/20/12 0:00,Multiple Deficiencies,NH-16-084,1/13/16 0:00,10000,pfi6237nh_16_084.pdf,Wingate at Beacon
6237,2/5/08 0:00,Quality of Care,NH-10-008,1/27/10 0:00,12000,pfi6237nh_10_008.pdf,Wingate at Beacon
6237,1/4/11 0:00,Multiple Deficiencies,NH-12-018,3/19/12 0:00,24000,pfi6237nh_12_018.pdf,Wingate at Beacon
6237,1/8/10 0:00,Quality of Care,NH-16-122,4/4/16 0:00,2000,pfi6237nh_16_122.pdf,Wingate at Beacon
5760,4/13/09 0:00,Quality of Care,NH-11-043,8/22/11 0:00,10000,pfi5760nh_11_043.pdf,Wingate of Dutchess
5760,7/2/02 0:00,Quality of Care,NH-03-015,3/24/03 0:00,6000,pfi5760nh_03_015.pdf,Wingate of Dutchess
1700,4/27/06 0:00,Multiple Deficiencies,NH-07-045,5/29/07 0:00,1500,pfi1700nh_07_045.pdf,"Woodcrest Rehabilitation & Residential Health Care Center., LLC"
1700,6/6/07 0:00,Quality of Care,NH-08-018,2/26/08 0:00,2000,pfi1700nh_08_018.pdf,"Woodcrest Rehabilitation & Residential Health Care Center., LLC"
1700,7/17/09 0:00,Resident Rights,NH-10-046,10/19/10 0:00,4000,pfi1700nh_10_046.pdf,"Woodcrest Rehabilitation & Residential Health Care Center., LLC"
908,12/18/13 0:00,Multiple Deficiencies,NH-16-092,1/13/16 0:00,16000,pfi0908nh_16_092.pdf,Woodhaven Nursing Home
908,,Quality of Care,NH-17-056,9/6/17 0:00,2000,pfi0908nh_17_056.pdf,Woodhaven Nursing Home
539,5/29/13 0:00,Multiple Deficiencies,NH-15-025,9/1/15 0:00,8000,pfi0539nh_15_025.pdf,"Woodmere Rehab & Health Care Center, Inc"
539,,Quality of Care,NH-16-011,1/5/16 0:00,20000,pfi0539nh_16_011.pdf,"Woodmere Rehab & Health Care Center, Inc"
539,11/20/12 0:00,Quality of Care,NH-16-121,4/4/16 0:00,10000,pfi0539nh_16_121.pdf,"Woodmere Rehab & Health Care Center, Inc"
1219,10/11/05 0:00,Multiple Deficiencies,NH-07-056,6/29/07 0:00,4000,pfi1219nh_07_056.pdf,Workmen's Circle Multicare Center
1219,2/8/07 0:00,Multiple Deficiencies,NH-07-072,8/30/07 0:00,2000,pfi1219nh_07_072.pdf,Workmen's Circle Multicare Center
1219,7/25/00 0:00,Multiple Deficiencies,NH-02-043,6/21/02 0:00,12000,pfi1219nh_02_043.pdf,Workmen's Circle Multicare Center
1154,2/1/07 0:00,Quality of Care,NH-08-020,2/26/08 0:00,2000,pfi1154nh_08_020.pdf,Wyoming County Community Hospital SNF
1154,2/27/08 0:00,Quality of Care,NH-08-066,10/15/08 0:00,2000,pfi1154nh_08_066.pdf,Wyoming County Community Hospital SNF
1154,3/19/09 0:00,Quality of Care,NH-11-024,5/24/11 0:00,10000,pfi1154nh_11_024.pdf,Wyoming County Community Hospital SNF
1154,4/22/10 0:00,Quality of Care,NH-16-163,5/31/16 0:00,2000,pfi1154nh_16_163.pdf,Wyoming County Community Hospital SNF
1154,7/12/16 0:00,Multiple Deficiencies,NH-16-202,10/24/16 0:00,4000,pfi1154nh_16_202.pdf,Wyoming County Community Hospital SNF
1154,4/12/02 0:00,Quality of Care,NH-02-104,11/20/02 0:00,6000,pfi1154nh_02_104.pdf,Wyoming County Community Hospital SNF
1154,3/9/01 0:00,Quality of Care,NH-02-009,1/28/02 0:00,2000,pfi1154nh_02_009.pdf,Wyoming County Community Hospital SNF
